advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,primary_prod_sold,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char,channel_char,primary_prod_sold_char
6381,0,0,1,0,0,1,0,1,6,4,362583995,10,1653080,3,38,57792,89,5,771,23,1,2,false,false,true,New York,Werner,bank,va
6382,0,0,1,0,1,1,2,0,4,6,99764990,5,1989811,24,55,109239,95,5,716,11,0,1,false,false,false,California,Kanumba,ria,fixed
6383,0,0,0,0,1,1,0,1,0,0,713936806,3,1047544,1,19,756110,99,6,738,12,4,0,true,false,false,NE,Lula,bank,va
6384,0,0,0,1,1,0,0,0,5,3,402340766,8,418741,1,66,260176,63,1,711,21,4,5,false,false,false,NE,Underwood,bank,fixed
6385,0,0,1,1,0,0,0,0,5,2,580366575,4,445347,32,24,226816,93,3,797,25,4,2,false,false,false,NE,Yang,bank,fixed
6386,0,0,1,1,1,0,0,1,3,4,21486656,8,67904,1,48,193012,86,4,615,21,1,2,true,false,false,New York,Underwood,bank,va
6387,0,0,0,1,1,0,0,1,1,0,449779012,2,249147,2,75,255912,100,6,811,17,2,0,false,false,false,Florida,Quigley,bank,va
6388,0,0,0,1,1,0,1,1,1,2,77026666,17,161074,1,20,83916,64,0,785,21,5,2,false,false,true,South,Underwood,wirehouse,va
6389,0,0,1,1,1,1,1,0,0,6,233229486,4,223818,1,41,237577,91,2,841,16,1,4,false,false,false,New York,Patel,wirehouse,fixed
6390,0,0,0,1,1,1,2,0,5,0,281646032,4,1491291,1,37,318368,100,3,760,9,5,5,false,false,false,South,Ingrid,ria,fixed
6391,0,0,1,0,1,0,0,0,3,0,618549472,14,94772,1,21,113922,83,5,732,4,0,2,false,false,false,California,Devon,bank,fixed
6392,0,0,0,0,1,0,0,0,2,3,975264679,14,153034,1,46,360747,100,3,547,1,3,2,false,false,false,Texas,Abbott,bank,fixed
6393,0,0,1,0,1,1,1,1,5,1,579689432,5,97631,1,62,107556,70,4,773,9,4,2,false,false,true,NE,Ingrid,wirehouse,va
6394,0,0,0,0,0,1,0,1,3,2,132724485,7,411601,1,28,192570,85,6,708,9,0,4,false,false,false,California,Ingrid,bank,va
6395,0,0,0,1,0,1,0,0,1,4,693942678,3,482881,13,68,321846,84,5,781,18,3,4,false,false,true,Texas,Rodriguez,bank,fixed
6396,0,0,1,1,1,0,0,1,1,3,60468003,12,970958,1,41,176055,82,6,783,22,1,2,false,false,false,New York,Vasquez,bank,va
6397,0,0,0,0,1,0,1,1,2,5,191247220,17,1455640,1,71,258193,85,5,816,16,6,1,false,false,false,MidWest,Patel,wirehouse,va
6398,0,0,0,1,1,0,0,1,2,0,3952598001,8,5029571,1,64,128590,82,5,780,6,2,0,false,false,true,Florida,Funderburk,bank,va
6399,0,0,1,1,1,0,0,1,2,4,159011052,10,666205,5,59,104863,83,6,786,1,7,2,false,false,false,West,Abbott,bank,va
6400,0,0,0,1,0,0,0,1,2,2,355362331,2,189831,19,67,475726,65,4,794,2,7,0,true,false,false,West,Bost,bank,va
6401,0,0,0,0,1,0,1,0,4,1,52834568,1,967522,1,30,213689,96,6,652,5,5,0,true,false,false,South,English,wirehouse,fixed
6402,0,0,1,0,1,0,0,0,5,5,89275753,22,285142,1,46,257442,67,1,738,23,6,2,false,false,false,MidWest,Werner,bank,fixed
6403,0,0,0,1,0,0,0,0,4,2,3140906647,1,1433467,1,45,494525,73,5,790,21,1,0,false,false,true,New York,Underwood,bank,fixed
6404,0,0,0,1,0,0,2,0,7,6,445582408,12,8231963,1,22,235732,87,3,737,9,6,4,false,false,false,MidWest,Ingrid,ria,fixed
6405,0,0,0,1,1,1,0,1,3,1,837274874,13,819430,1,37,87277,56,3,766,4,6,0,false,false,false,MidWest,Devon,bank,va
6406,0,0,1,0,0,1,0,1,2,2,3435038713,10,1879035,1,34,230555,52,4,782,6,7,1,false,false,true,West,Funderburk,bank,va
6407,0,0,0,0,0,0,0,1,4,2,882627182,8,710151,1,75,235293,57,4,833,19,5,5,false,false,false,South,Szu,bank,va
6408,0,0,0,1,0,1,1,1,1,5,948690071,18,989850,2,20,132003,69,6,796,19,2,2,false,false,false,Florida,Szu,wirehouse,va
6409,0,0,1,0,1,0,0,1,1,7,93347320,20,32469,1,26,81271,88,6,720,20,0,0,false,false,false,California,Tavares,bank,va
6410,0,0,1,1,1,0,2,1,1,1,19742979,6,2096569,36,63,236822,64,2,799,21,6,1,false,false,false,MidWest,Underwood,ria,va
6411,0,0,1,1,1,0,0,1,0,0,27528965,7,2350723,2,23,121716,90,4,648,3,0,0,false,false,true,California,Chatterji,bank,va
6412,0,0,0,1,0,0,0,1,4,0,117764577,17,452189,2,61,292159,100,6,792,14,6,2,false,false,false,MidWest,Noth,bank,va
6413,0,0,1,1,0,0,0,0,2,1,80393906,11,1995138,20,69,250036,87,2,785,6,6,4,true,true,true,MidWest,Funderburk,bank,fixed
6414,0,0,0,1,0,0,2,1,4,0,4306189481,6,388123,7,31,66973,69,4,708,6,2,4,false,false,false,Florida,Funderburk,ria,va
6415,0,0,0,0,0,0,0,1,1,4,917874433,1,627895,5,58,372214,82,5,636,20,2,3,false,false,true,Florida,Tavares,bank,va
6416,0,0,0,1,0,0,0,1,7,6,259678317,2,87813,2,60,122956,93,0,785,14,5,5,false,false,false,South,Noth,bank,va
6417,0,0,0,1,1,0,0,1,4,3,92533764,9,2047176,1,42,172486,33,6,823,14,0,5,false,false,false,California,Noth,bank,va
6418,0,0,0,0,0,0,0,1,7,1,1245796660,8,1923606,1,50,423423,95,4,695,22,0,4,false,false,false,California,Vasquez,bank,va
6419,0,0,1,1,1,1,0,1,3,5,2520197690,14,680081,13,64,295760,37,5,770,1,2,3,false,false,false,Florida,Abbott,bank,va
6420,0,0,0,0,1,0,0,1,2,0,86193727,13,691021,25,32,711446,97,6,729,19,0,2,false,false,false,California,Szu,bank,va
6421,0,0,0,1,1,0,0,1,5,6,857087688,6,990479,1,43,142885,93,4,769,24,1,0,false,false,true,New York,Xavier,bank,va
6422,0,0,0,1,1,1,0,1,3,1,349852797,6,86455,1,64,376660,96,3,720,10,3,1,false,false,false,Texas,Jasper,bank,va
6423,0,0,0,1,0,0,0,1,3,5,21057374,12,214049,8,36,152869,89,6,712,18,5,2,false,false,false,South,Rodriguez,bank,va
6424,0,0,1,0,1,0,0,1,5,7,1804365758,7,222456,1,30,177915,95,5,701,6,1,3,false,false,false,New York,Funderburk,bank,va
6425,0,0,0,1,0,0,1,1,7,3,347485125,18,925367,1,31,244495,97,6,771,20,1,1,false,false,false,New York,Tavares,wirehouse,va
6426,0,0,0,0,1,0,0,1,3,5,564842829,5,160833,1,49,217606,77,5,749,18,0,3,false,false,true,California,Rodriguez,bank,va
6427,0,0,0,1,0,1,0,1,3,6,3898500509,18,1909849,12,46,421854,59,4,749,15,0,4,false,false,true,California,Ojj,bank,va
6428,0,0,0,0,1,0,0,0,5,4,2344105802,9,1869399,1,66,147175,81,6,642,9,2,2,false,false,false,Florida,Ingrid,bank,fixed
6429,0,0,0,0,0,1,0,1,5,5,2286040312,5,1160472,1,21,213165,80,6,766,1,5,5,false,false,false,South,Abbott,bank,va
6430,0,0,1,0,1,0,0,0,7,5,104647180,1,872413,1,34,185395,89,6,787,20,6,0,false,false,false,MidWest,Tavares,bank,fixed
6431,0,0,0,0,1,0,1,0,0,6,1280357446,5,74166,1,68,247668,72,3,713,23,5,5,false,false,true,South,Werner,wirehouse,fixed
6432,0,0,1,0,0,0,0,1,6,0,524325812,4,1120950,1,40,363033,85,5,730,21,2,4,false,false,true,Florida,Underwood,bank,va
6433,0,0,0,1,1,0,0,1,4,0,2582481805,17,1787710,1,78,297526,96,4,745,14,1,2,false,false,true,New York,Noth,bank,va
6434,0,0,0,0,1,1,0,1,7,3,47994792,17,428995,1,55,455932,91,4,790,2,3,2,false,false,true,Texas,Bost,bank,va
6435,0,0,0,1,1,0,0,1,1,4,689427108,6,364810,30,20,111332,91,6,800,16,2,3,false,false,false,Florida,Patel,bank,va
6436,0,0,0,1,1,0,1,1,6,1,3931093263,4,1992069,1,54,174147,45,4,821,25,5,0,false,false,false,South,Yang,wirehouse,va
6437,0,0,0,1,0,0,2,1,1,7,80641077,9,1001965,1,42,216452,87,5,726,16,0,2,false,false,false,California,Patel,ria,va
6438,0,0,1,0,1,1,0,1,2,6,621405174,4,5306340,1,69,242959,53,4,702,19,4,1,false,false,false,NE,Szu,bank,va
6439,0,0,0,1,1,0,1,0,7,1,145554668,3,2785388,1,37,212975,92,5,795,18,2,0,false,false,true,Florida,Rodriguez,wirehouse,fixed
6440,0,0,1,0,1,1,2,1,1,4,543172649,7,2512259,25,43,50243,58,5,786,17,2,0,false,false,false,Florida,Quigley,ria,va
6441,0,0,0,0,0,0,0,1,4,2,2437144480,26,117300,3,29,192562,90,4,787,8,1,1,false,false,false,New York,Hassan,bank,va
6442,0,0,0,1,1,0,0,0,4,0,813207224,8,1781269,2,33,279368,34,6,546,4,5,2,false,false,false,South,Devon,bank,fixed
6443,0,0,0,0,1,0,1,0,4,2,2272379814,10,1587122,1,38,407148,97,4,761,21,0,3,false,false,false,California,Underwood,wirehouse,fixed
6444,0,0,0,1,0,0,0,1,6,0,4914448002,3,684859,1,62,387098,82,3,734,5,4,1,false,false,true,NE,English,bank,va
6445,0,0,0,1,1,0,0,1,6,5,481030539,9,4066494,1,20,152766,98,1,595,11,2,2,false,false,false,Florida,Kanumba,bank,va
6446,0,0,0,0,0,0,0,0,4,2,268022503,3,91155,1,38,365421,97,5,733,19,0,1,false,false,true,California,Szu,bank,fixed
6447,0,0,1,0,1,0,0,1,1,1,406488308,12,814492,1,46,407441,88,1,811,12,1,0,false,false,false,New York,Lula,bank,va
6448,0,0,1,0,0,0,0,1,5,1,899005370,2,1754281,1,36,365129,96,2,599,3,6,0,false,false,false,MidWest,Chatterji,bank,va
6449,0,0,1,1,0,0,1,1,4,1,2180525795,6,1532779,19,31,178974,98,5,529,12,4,1,false,false,true,NE,Lula,wirehouse,va
6450,0,0,1,0,1,0,1,1,5,2,89024333,2,619349,1,36,75494,81,4,831,19,2,3,false,false,false,Florida,Szu,wirehouse,va
6451,0,0,0,0,1,0,0,0,2,0,406098954,3,371090,1,33,275197,77,6,718,23,6,3,false,false,false,MidWest,Werner,bank,fixed
6452,0,0,1,0,1,1,0,1,4,7,196633170,8,943263,1,23,239601,94,6,770,21,6,1,false,false,false,MidWest,Underwood,bank,va
6453,0,0,0,1,1,1,1,0,3,0,985020321,17,3772806,1,63,158066,50,4,788,2,7,3,false,false,false,West,Bost,wirehouse,fixed
6454,0,0,0,0,0,1,0,0,3,1,991953186,11,4330771,1,39,166311,96,4,806,1,4,4,true,false,false,NE,Abbott,bank,fixed
6455,0,0,0,1,1,0,0,0,4,5,3039152112,1,82818,8,34,393268,55,2,724,17,2,1,false,false,false,Florida,Quigley,bank,fixed
6456,0,0,0,1,1,0,0,1,2,2,638306218,8,346532,31,20,378959,85,6,834,25,3,1,true,false,false,Texas,Yang,bank,va
6457,0,0,0,0,0,0,0,1,5,3,826455340,2,315038,1,47,266001,59,3,582,24,5,6,false,false,true,South,Xavier,bank,va
6458,0,0,0,0,0,1,0,1,1,2,651056488,6,601386,1,55,248568,61,3,663,16,4,4,false,false,false,NE,Patel,bank,va
6459,0,0,0,1,0,0,0,0,1,2,68201111,11,21653,2,42,134155,52,5,798,21,3,1,false,false,false,Texas,Underwood,bank,fixed
6460,0,0,0,1,1,0,0,1,2,0,812164275,12,340930,3,26,233813,89,4,692,20,5,1,false,false,false,South,Tavares,bank,va
6461,0,0,0,1,1,0,0,0,2,2,610241771,11,586023,1,19,196793,89,4,522,3,2,4,false,false,false,Florida,Chatterji,bank,fixed
6462,0,0,1,1,1,0,0,0,3,1,846260684,3,2044667,1,45,225293,84,5,702,20,3,0,false,false,true,Texas,Tavares,bank,fixed
6463,0,0,1,1,1,0,0,0,1,4,245109552,11,1373755,1,45,354944,92,6,522,17,0,4,false,false,true,California,Quigley,bank,fixed
6464,0,0,0,0,1,1,1,0,1,2,691813216,1,333196,9,30,460262,86,2,764,6,3,3,false,true,false,Texas,Funderburk,wirehouse,fixed
6465,0,0,0,1,1,0,2,0,5,3,671728843,4,80173,1,22,225945,63,3,790,15,5,2,false,false,true,South,Ojj,ria,fixed
6466,0,0,0,0,0,0,0,1,5,6,985485116,3,392303,1,33,182723,94,4,715,19,4,0,false,false,true,NE,Szu,bank,va
6467,0,0,0,1,1,0,0,1,2,1,2616197770,8,23990,1,50,77913,77,5,666,9,3,3,false,false,true,Texas,Ingrid,bank,va
6468,0,0,1,0,1,0,0,0,3,7,415719398,12,1600540,1,40,52515,93,0,712,21,4,2,false,false,true,NE,Underwood,bank,fixed
6469,0,0,0,0,1,1,0,1,2,6,29392765,4,137765,1,59,488372,90,4,776,12,5,5,false,false,false,South,Lula,bank,va
6470,0,0,0,1,0,0,0,1,4,1,662572563,9,1485713,1,28,180312,64,4,837,25,2,4,true,false,true,Florida,Yang,bank,va
6471,0,0,1,1,1,0,2,1,0,0,21673286,12,1255461,1,22,316035,50,3,777,6,3,3,false,false,false,Texas,Funderburk,ria,va
6472,0,0,0,0,1,0,0,1,5,2,699564410,41,1506723,1,52,217497,93,4,727,11,3,0,false,false,true,Texas,Kanumba,bank,va
6473,0,0,1,0,0,1,0,0,4,1,735062878,5,1319232,1,27,62420,90,6,725,17,4,1,false,false,false,NE,Quigley,bank,fixed
6474,0,0,0,1,1,0,0,1,4,3,697645225,63,313808,4,40,982276,90,5,676,19,0,2,false,false,true,California,Szu,bank,va
6475,0,0,0,1,1,0,0,1,4,4,666872968,4,4737977,1,31,274110,88,6,798,12,5,4,false,false,false,South,Lula,bank,va
6476,0,0,1,1,1,0,1,1,1,6,894418794,5,62610,16,57,91708,85,6,485,6,1,3,false,false,false,New York,Funderburk,wirehouse,va
6477,0,0,1,0,0,0,1,0,6,4,536082162,6,27482,4,43,250202,58,5,766,10,0,2,false,false,false,California,Jasper,wirehouse,fixed
6478,0,0,0,1,0,0,0,0,1,4,88422854,18,9209953,1,20,98366,90,4,748,22,0,4,false,false,false,California,Vasquez,bank,fixed
6479,0,0,1,1,1,0,0,1,1,0,406126613,7,81258,1,43,99879,63,2,771,9,3,7,false,false,true,Texas,Ingrid,bank,va
6480,0,0,0,0,0,0,2,1,5,5,2384564387,7,228775,1,49,55861,88,6,524,1,3,4,false,false,true,Texas,Abbott,ria,va
6481,0,0,0,1,1,0,0,1,3,5,188098946,9,40643,1,22,280390,86,2,570,6,0,2,false,false,false,California,Funderburk,bank,va
6482,0,0,1,1,1,0,0,1,6,5,47772273,16,1188616,1,78,161871,94,3,727,8,5,4,false,false,true,South,Hassan,bank,va
6483,0,0,1,0,1,0,1,0,4,3,64389330,22,1310860,1,51,491981,95,2,781,6,4,2,false,false,false,NE,Funderburk,wirehouse,fixed
6484,0,0,0,1,1,1,2,1,2,5,31652586,10,548892,1,34,288877,76,0,732,25,1,1,false,true,false,New York,Yang,ria,va
6485,0,0,0,0,0,0,0,1,2,3,844403929,5,6583725,6,25,234784,72,5,747,12,5,4,false,false,true,South,Lula,bank,va
6486,0,0,0,1,1,1,0,1,7,4,692182615,9,722248,1,37,128642,87,6,847,13,1,1,false,false,true,New York,Mambwe,bank,va
6487,0,0,0,0,1,0,1,0,2,1,327410285,17,942692,14,31,132271,82,5,722,24,3,3,false,false,false,Texas,Xavier,wirehouse,fixed
6488,0,0,0,0,0,0,0,1,5,2,4472415533,3,5278424,1,38,262066,63,5,795,14,0,2,false,false,false,California,Noth,bank,va
6489,0,0,0,1,1,0,1,1,3,7,769039265,6,315746,1,35,382348,68,6,528,19,2,0,false,false,false,Florida,Szu,wirehouse,va
6490,0,0,0,1,0,0,0,1,6,2,794111589,1,1644389,1,69,74016,88,5,772,10,5,0,false,false,false,South,Jasper,bank,va
6491,0,0,1,0,1,1,2,1,7,1,938082435,19,915046,1,32,133299,91,5,723,19,0,2,false,false,false,California,Szu,ria,va
6492,0,0,0,0,1,1,1,0,7,1,1359407814,6,513710,1,43,259200,76,4,727,9,4,2,false,true,false,NE,Ingrid,wirehouse,fixed
6493,0,0,0,1,0,1,0,1,3,4,91154791,11,286324,2,68,257690,67,3,796,21,3,1,false,false,false,Texas,Underwood,bank,va
6494,0,0,0,0,1,1,0,1,2,0,898605241,4,604811,35,40,84133,94,4,661,5,1,0,false,false,false,New York,English,bank,va
6495,0,0,0,1,1,0,0,0,6,2,17389942,12,1644616,1,58,409600,88,4,780,17,2,1,false,false,false,Florida,Quigley,bank,fixed
6496,0,0,0,0,0,1,1,0,6,3,392759204,7,317704,3,55,194989,68,4,702,13,4,0,false,false,false,NE,Mambwe,wirehouse,fixed
6497,0,0,1,0,1,0,1,1,2,5,800927524,11,1930991,1,37,227581,90,4,736,4,2,2,false,false,false,Florida,Devon,wirehouse,va
6498,0,0,0,1,1,1,0,1,6,2,39613587,16,790764,1,29,236068,41,2,793,24,2,4,false,false,false,Florida,Xavier,bank,va
6499,0,0,1,1,1,0,0,1,7,2,1904119047,3,45964,2,34,353632,92,3,703,24,3,4,false,false,false,Texas,Xavier,bank,va
6500,0,0,0,0,0,1,0,1,7,2,941597629,12,85317,3,57,60521,95,1,829,9,3,0,false,false,false,Texas,Ingrid,bank,va
6501,0,0,0,1,1,0,0,0,6,1,805275023,30,718387,1,22,229791,66,4,788,17,5,5,false,false,false,South,Quigley,bank,fixed
6502,0,0,0,0,1,0,0,1,3,2,35940806,18,368963,5,59,176906,100,3,744,25,4,4,false,false,false,NE,Yang,bank,va
6503,0,0,0,0,1,0,0,1,3,1,979694842,9,212424,37,21,60554,81,3,790,22,1,4,false,false,false,New York,Vasquez,bank,va
6504,0,0,1,0,1,1,1,0,1,1,40532155,11,60506,25,37,249329,95,3,749,23,2,3,false,false,false,Florida,Werner,wirehouse,fixed
6505,0,0,0,1,1,0,1,1,0,6,203911273,3,972688,1,39,194799,59,5,711,22,7,0,false,false,true,West,Vasquez,wirehouse,va
6506,0,0,0,0,0,1,0,0,2,5,540843292,5,1917522,1,26,410988,85,5,849,1,5,0,false,false,true,South,Abbott,bank,fixed
6507,0,0,0,0,0,1,1,1,1,5,1648420557,17,5883038,1,33,56315,88,6,724,14,4,2,false,false,false,NE,Noth,wirehouse,va
6508,0,0,0,1,1,1,2,1,5,7,3907084857,5,865033,1,47,135452,89,5,780,16,1,4,false,false,false,New York,Patel,ria,va
6509,0,0,0,1,0,1,0,1,2,3,1288761219,47,1337130,1,28,252363,92,4,774,6,5,2,false,false,false,South,Funderburk,bank,va
6510,0,0,0,1,1,0,0,1,4,1,78748671,2,368248,1,41,159677,10,5,761,10,5,0,false,false,true,South,Jasper,bank,va
6511,0,0,1,0,1,0,0,1,5,5,49544429,1,424001,1,24,138530,85,3,780,6,3,1,false,false,false,Texas,Funderburk,bank,va
6512,0,0,0,0,1,1,0,1,3,3,213985393,8,167785,1,26,379977,84,5,780,13,1,1,false,false,false,New York,Mambwe,bank,va
6513,0,0,1,1,0,1,1,1,7,3,573170825,7,98809,1,34,451774,99,4,829,24,0,2,false,false,true,California,Xavier,wirehouse,va
6514,0,0,0,0,1,0,0,1,2,0,97619627,17,142619,1,42,506189,84,5,727,14,5,4,false,false,false,South,Noth,bank,va
6515,0,0,0,1,0,0,2,1,4,1,287750067,4,907208,1,66,73703,99,4,614,3,0,3,false,false,false,California,Chatterji,ria,va
6516,0,0,1,0,0,0,1,1,4,4,55979370,12,1018430,1,36,564601,83,0,738,23,1,1,false,false,false,New York,Werner,wirehouse,va
6517,0,0,0,1,1,1,0,1,4,4,927775666,12,552281,1,23,226432,85,5,733,21,4,2,false,false,false,NE,Underwood,bank,va
6518,0,0,0,0,0,0,0,1,3,5,67429809,7,194391,1,22,112781,24,5,777,2,5,0,false,false,false,South,Bost,bank,va
6519,0,0,1,0,1,1,0,0,0,3,964857846,12,803637,1,62,277587,95,4,763,21,6,1,false,false,false,MidWest,Underwood,bank,fixed
6520,0,0,0,1,1,1,2,0,1,2,589281781,16,1275134,1,28,247746,87,5,781,23,5,1,false,false,false,South,Werner,ria,fixed
6521,0,0,0,1,1,1,0,0,2,7,76900023,5,416415,1,24,423459,90,5,772,5,3,1,false,false,false,Texas,English,bank,fixed
6522,0,0,1,0,1,1,2,0,3,4,123825383,8,1224535,5,23,181030,90,0,835,18,4,4,false,false,false,NE,Rodriguez,ria,fixed
6523,0,0,0,1,1,0,0,0,1,4,20623985,12,5749465,21,31,93985,69,3,760,7,2,2,false,false,false,Florida,Griegio,bank,fixed
6524,0,0,1,1,1,0,2,1,3,0,3063916764,7,865218,1,37,151275,62,6,710,1,7,2,false,false,false,West,Abbott,ria,va
6525,0,0,1,1,1,0,0,0,6,4,2060219241,11,1099607,6,38,281615,92,4,776,5,0,4,false,false,false,California,English,bank,fixed
6526,0,0,0,0,1,1,0,1,1,4,359709945,5,264139,1,31,481115,100,6,714,15,3,3,false,true,true,Texas,Ojj,bank,va
6527,0,0,1,1,1,0,1,1,7,0,983952769,7,486445,1,22,270559,85,2,753,5,5,1,false,false,false,South,English,wirehouse,va
6528,0,0,1,1,1,0,1,1,3,3,303131370,11,298681,3,35,161999,53,3,677,12,4,5,false,false,false,NE,Lula,wirehouse,va
6529,0,0,0,1,0,0,0,1,4,6,3894785926,17,1866467,1,19,227015,100,4,755,22,5,3,false,false,true,South,Vasquez,bank,va
6530,0,0,1,1,0,0,0,0,2,2,56675720,3,1202366,1,35,266426,69,6,645,21,7,0,false,false,false,West,Underwood,bank,fixed
6531,0,0,0,0,1,0,0,1,4,3,966367130,4,274188,6,69,581246,80,6,710,22,0,0,false,false,false,California,Vasquez,bank,va
6532,0,0,1,1,1,0,0,0,4,5,165912381,6,1502048,1,44,111455,35,5,750,2,5,0,false,false,false,South,Bost,bank,fixed
6533,0,0,0,1,1,0,0,1,2,6,235705603,1,1234310,1,74,205298,60,5,836,20,3,0,true,false,true,Texas,Tavares,bank,va
6534,0,0,0,1,1,0,0,0,3,7,508439661,6,746652,1,46,118466,55,1,718,10,4,0,false,false,false,NE,Jasper,bank,fixed
6535,0,0,0,0,0,0,1,1,3,5,3939732185,8,709890,1,36,898323,93,3,844,21,2,3,false,false,false,Florida,Underwood,wirehouse,va
6536,0,0,0,0,1,0,0,1,5,6,2390561821,3,17467,16,23,270249,96,4,849,17,4,1,false,false,false,NE,Quigley,bank,va
6537,0,0,0,1,1,0,0,1,6,3,715786399,10,437116,4,44,183620,90,4,706,7,0,5,false,false,false,California,Griegio,bank,va
6538,0,0,1,0,1,1,0,1,5,2,757768482,20,1956673,4,80,191263,50,2,780,5,7,3,false,false,true,West,English,bank,va
6539,0,0,0,0,1,0,0,1,1,4,249550072,2,592473,1,69,142422,89,6,764,6,1,3,false,false,true,New York,Funderburk,bank,va
6540,0,0,0,0,1,0,0,1,2,3,206178523,5,524686,1,66,979639,98,5,739,7,0,2,false,false,false,California,Griegio,bank,va
6541,0,0,0,0,0,1,0,1,5,6,986794518,1,180970,1,26,228371,86,4,770,3,1,0,false,false,false,New York,Chatterji,bank,va
6542,0,0,1,0,0,1,1,0,7,5,510161136,11,358405,1,37,212544,79,6,721,1,7,2,false,false,false,West,Abbott,wirehouse,fixed
6543,0,0,1,0,0,0,0,0,1,0,206499933,3,334831,1,23,99261,97,5,755,22,5,4,false,false,false,South,Vasquez,bank,fixed
6544,0,0,0,0,1,0,0,1,2,3,861359809,12,680215,1,25,104294,93,4,783,8,5,3,false,false,false,South,Hassan,bank,va
6545,0,0,1,0,1,1,0,0,3,0,35196575,5,358039,1,74,293793,99,2,706,16,5,0,false,false,true,South,Patel,bank,fixed
6546,0,0,1,1,1,0,0,1,6,3,861039746,7,1535269,1,42,264498,81,3,739,6,1,0,false,false,false,New York,Funderburk,bank,va
6547,0,0,0,1,1,0,0,1,5,5,991509562,9,47948,1,43,104662,72,6,798,16,7,0,false,false,true,West,Patel,bank,va
6548,0,0,1,0,0,1,1,1,0,0,261710152,3,1076389,1,66,200283,69,1,764,22,1,0,false,false,false,New York,Vasquez,wirehouse,va
6549,0,0,0,1,0,1,0,1,0,2,787313594,12,210551,19,28,199106,98,2,771,11,5,1,false,false,false,South,Kanumba,bank,va
6550,0,0,1,0,1,0,0,1,0,4,531668885,10,2937509,1,38,116195,94,6,799,21,0,2,false,false,true,California,Underwood,bank,va
6551,0,0,1,1,1,0,1,1,5,7,20160679,23,261685,1,19,180590,82,6,798,25,4,1,false,false,true,NE,Yang,wirehouse,va
6552,0,0,1,0,1,0,2,1,1,4,286251382,5,59406,1,59,174271,33,6,785,16,2,7,false,false,true,Florida,Patel,ria,va
6553,0,0,0,1,1,1,0,1,6,0,533157955,16,287525,1,22,380127,99,3,725,12,5,1,false,false,true,South,Lula,bank,va
6554,0,0,1,1,1,0,1,0,4,2,18555887,7,7150122,1,49,53089,44,4,666,4,2,1,false,false,true,Florida,Devon,wirehouse,fixed
6555,0,0,0,0,1,0,0,0,2,6,493559648,9,92273,9,66,168270,26,5,798,13,1,0,false,false,true,New York,Mambwe,bank,fixed
6556,0,0,0,0,0,1,0,0,3,2,831160174,6,556907,1,41,281141,87,5,741,9,3,3,false,true,false,Texas,Ingrid,bank,fixed
6557,0,0,0,1,1,0,0,1,6,2,547637010,6,950838,1,47,602610,68,0,792,19,2,1,false,false,false,Florida,Szu,bank,va
6558,0,0,0,0,1,0,0,1,2,2,44132792,6,384348,4,35,286222,93,1,832,19,3,2,false,false,false,Texas,Szu,bank,va
6559,0,0,1,0,0,0,1,1,6,6,86476206,16,706897,1,40,315433,87,3,780,24,5,1,false,false,false,South,Xavier,wirehouse,va
6560,0,0,1,0,1,0,0,1,1,7,95395721,1,986974,1,35,212621,97,3,787,24,2,2,false,false,true,Florida,Xavier,bank,va
6561,0,0,1,1,0,0,0,1,2,5,10777199,12,1277172,1,34,216951,87,6,818,18,2,2,false,false,true,Florida,Rodriguez,bank,va
6562,0,0,1,0,1,1,0,1,3,1,177318062,12,41917,1,42,574741,31,0,758,25,0,2,false,false,false,California,Yang,bank,va
6563,0,0,0,1,1,1,0,1,3,4,192622259,8,410984,1,46,82204,83,4,759,10,4,0,false,false,false,NE,Jasper,bank,va
6564,0,0,0,1,1,1,1,0,5,2,32968266,2,688952,6,19,68101,100,3,715,8,0,5,false,false,false,California,Hassan,wirehouse,fixed
6565,0,0,0,0,1,0,0,0,1,5,500665144,1,919932,1,50,201403,46,4,747,21,1,3,false,false,true,New York,Underwood,bank,fixed
6566,0,0,1,1,0,0,2,1,4,2,470276276,5,1722911,1,20,287912,96,5,533,3,4,2,false,false,false,NE,Chatterji,ria,va
6567,0,0,0,1,0,0,0,1,5,2,838943481,7,286385,1,62,131416,89,6,820,5,2,0,false,false,true,Florida,English,bank,va
6568,0,0,0,0,0,0,0,0,2,5,860230093,12,553876,1,65,362352,70,5,831,25,4,3,false,false,true,NE,Yang,bank,fixed
6569,0,0,1,1,0,1,0,0,4,6,878476053,5,1342807,1,22,260868,87,5,756,23,2,3,false,false,false,Florida,Werner,bank,fixed
6570,0,0,0,0,0,0,2,0,1,4,12702359,7,473079,1,37,244192,96,6,602,2,5,1,false,false,true,South,Bost,ria,fixed
6571,0,0,1,1,0,0,0,1,3,6,860325934,6,65437,30,33,52233,86,3,736,21,5,2,false,false,false,South,Underwood,bank,va
6572,0,0,0,1,1,0,2,1,0,4,2724654256,2,1326486,1,50,291439,73,5,790,13,1,0,true,false,false,New York,Mambwe,ria,va
