advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel_ria,primary_prod_sold_annuity,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char
6230,0,0,0,0,0,0,0,1,2,4,679603649,6,71566,1,41,60144,94,4,815,19,3,6,false,false,false,Texas,Szu
6231,0,0,1,0,1,0,0,1,4,0,108834409,3,8868713,4,44,673719,99,6,729,22,4,2,false,false,false,NE,Vasquez
6232,0,0,0,0,1,0,0,1,5,3,1625246588,7,1412293,34,74,426644,61,5,844,21,5,1,false,false,false,South,Underwood
6233,0,0,0,0,0,0,1,1,3,0,838418409,6,525288,1,20,201193,79,3,849,9,6,3,false,false,false,MidWest,Ingrid
6234,0,0,1,1,0,0,0,0,4,2,212884088,9,1883659,1,24,260832,94,6,786,4,0,3,false,false,true,California,Devon
6235,0,0,0,0,0,0,0,0,2,6,174046350,6,200416,1,35,53101,89,4,794,24,2,0,false,false,true,Florida,Xavier
6236,0,0,0,0,1,1,0,1,3,1,905488058,4,6781676,4,25,470973,97,3,805,15,4,0,false,false,false,NE,Ojj
6237,0,0,0,1,1,0,0,0,2,6,383731353,13,974238,10,36,215072,79,4,758,15,5,4,false,false,true,South,Ojj
6238,0,0,1,1,1,1,0,0,6,2,78237272,71,233251,1,40,291115,93,5,760,21,6,2,false,false,false,MidWest,Underwood
6239,0,0,0,1,0,0,0,0,5,4,766106717,7,288337,1,80,278586,85,5,722,2,2,2,false,false,false,Florida,Bost
6240,0,0,1,1,1,0,1,0,4,7,140848136,7,1058023,1,25,127041,70,4,778,4,5,0,false,false,false,South,Devon
6241,0,0,0,1,1,0,0,1,1,1,25400026,2,349573,1,78,167111,71,0,754,3,5,1,false,false,false,South,Chatterji
6242,0,0,1,1,0,1,0,0,6,2,864523478,5,6453988,31,27,232721,84,6,673,9,4,4,false,false,false,NE,Ingrid
6243,0,0,0,1,0,0,0,1,3,2,52052183,2,4968729,1,23,121034,75,5,754,24,2,1,false,false,false,Florida,Xavier
6244,0,0,1,1,1,0,0,1,4,6,3623243367,9,13067,13,66,208212,100,3,751,9,2,0,false,false,false,Florida,Ingrid
6245,0,0,0,1,1,0,0,1,6,3,80969895,9,1219683,1,37,76843,94,5,800,13,4,3,false,false,false,NE,Mambwe
6246,0,0,1,1,1,0,0,1,3,4,601445878,13,16717,1,43,830368,93,0,530,1,0,1,false,false,true,California,Abbott
6247,0,0,0,0,1,0,1,0,3,4,4103580867,3,53595,7,20,99966,57,4,660,2,4,1,false,false,false,NE,Bost
6248,0,0,0,0,1,0,0,1,1,3,4030270795,1,421055,1,27,274889,83,4,765,23,5,4,false,false,true,South,Werner
6249,0,0,0,1,0,0,0,1,1,1,710813092,8,854562,2,38,70712,85,3,690,7,6,2,false,true,false,MidWest,Griegio
6250,0,0,0,0,1,1,0,1,1,2,4139760895,4,4637408,1,33,133261,86,5,703,5,3,0,false,false,false,Texas,English
6251,0,0,1,1,1,0,0,1,2,2,45692355,10,447320,1,39,74350,96,5,713,14,2,0,false,false,false,Florida,Noth
6252,0,0,1,1,1,0,0,0,2,1,33947770,1,550128,1,19,134886,85,2,519,18,1,3,false,false,false,New York,Rodriguez
6253,0,0,1,1,1,0,1,0,2,4,95151602,6,1160161,1,44,157906,88,5,711,17,1,1,false,false,false,New York,Quigley
6254,0,0,0,0,1,0,0,0,1,6,996153176,6,1896196,1,28,391799,91,5,792,12,3,1,false,false,false,Texas,Lula
6255,0,0,0,0,1,0,0,1,2,0,51503094,6,1468136,1,29,266034,98,4,747,12,1,1,false,false,false,New York,Lula
6256,0,0,0,0,1,0,0,1,6,4,19416839,4,728698,1,64,164188,81,5,798,15,5,0,false,false,false,South,Ojj
6257,0,0,1,0,0,1,0,0,4,5,819797379,7,1880332,5,24,327984,82,4,730,17,7,1,false,false,true,West,Quigley
6258,0,0,1,0,1,0,1,0,6,1,161479182,12,145798,1,34,424207,100,6,814,2,7,1,false,false,false,West,Bost
6259,0,0,0,1,0,0,0,1,2,5,812083851,4,365909,1,23,80745,89,3,846,14,3,1,false,false,true,Texas,Noth
6260,0,0,1,0,1,0,0,1,3,4,353633672,7,1426675,1,23,81438,93,2,791,22,0,2,false,false,false,California,Vasquez
6261,0,0,1,0,1,1,0,0,4,3,675034711,13,441840,1,49,226924,90,5,813,15,3,2,false,false,true,Texas,Ojj
6262,0,0,1,1,1,0,1,1,7,0,76371983,10,464854,1,60,154927,85,5,792,21,3,3,false,false,false,Texas,Underwood
6263,0,0,0,1,0,0,0,0,3,6,752535901,4,33091,1,42,112432,77,2,693,1,4,2,true,false,true,NE,Abbott
6264,0,0,0,0,1,0,0,0,3,0,86977318,4,9861313,1,25,134063,99,4,793,15,0,0,false,false,false,California,Ojj
6265,0,0,1,1,0,1,0,1,0,5,131740825,11,1130067,1,61,269775,15,2,708,10,4,2,false,false,false,NE,Jasper
6266,0,0,1,1,1,0,0,1,2,4,946942278,5,116698,1,37,130502,85,5,766,24,1,2,false,false,false,New York,Xavier
6267,0,0,1,1,1,0,0,0,5,1,90553888,5,392771,19,34,274898,28,5,461,23,2,3,false,false,false,Florida,Werner
6268,0,0,0,1,1,1,0,1,6,1,89591788,13,1372379,1,44,87342,100,0,827,6,6,0,false,false,true,MidWest,Funderburk
6269,0,0,1,0,1,0,0,1,5,7,29405275,20,2299433,20,68,167954,90,5,828,20,2,5,false,false,true,Florida,Tavares
6270,0,0,0,1,1,0,0,0,3,2,1265420208,5,745607,1,25,179507,63,5,816,7,6,2,false,false,false,MidWest,Griegio
6271,0,0,0,0,0,1,1,0,4,2,86469413,3,5266458,37,54,407699,91,6,595,10,0,0,false,false,false,California,Jasper
6272,0,0,1,1,1,0,1,1,2,5,901873576,4,534646,1,59,178537,71,6,742,24,5,0,false,false,false,South,Xavier
6273,0,0,0,0,1,1,0,1,4,1,1356425492,1,1317840,1,45,326835,92,5,764,22,0,0,false,false,false,California,Vasquez
6274,0,0,1,1,0,1,1,1,0,1,32931277,22,901462,1,22,106070,56,4,790,8,5,0,false,false,false,South,Hassan
6275,0,0,1,1,1,0,0,0,3,2,265719867,5,424277,1,65,133174,32,6,718,16,2,0,false,false,false,Florida,Patel
6276,0,0,0,1,1,0,0,1,3,4,1393130785,5,1586711,1,21,207421,85,2,797,23,2,3,false,false,false,Florida,Werner
6277,0,0,1,1,0,0,1,1,2,2,136495519,7,432105,1,43,245854,84,3,739,5,6,3,false,false,false,MidWest,English
6278,0,0,0,1,0,1,0,1,4,2,25777351,10,87920,1,66,78719,85,4,615,17,1,3,false,false,false,New York,Quigley
6279,0,0,1,1,0,1,0,1,4,5,201252876,15,3246039,6,20,106251,70,6,842,12,1,1,false,false,false,New York,Lula
6280,0,0,0,1,1,0,0,1,4,1,436262370,12,266398,16,66,87604,97,5,756,11,6,2,false,true,false,MidWest,Kanumba
6281,0,0,0,1,1,0,0,1,4,3,2676034507,6,1923600,10,41,148324,75,4,748,18,0,0,false,false,false,California,Rodriguez
6282,0,0,0,1,1,0,0,1,4,5,722964072,3,776675,4,63,235558,63,4,798,21,1,2,true,true,true,New York,Underwood
6283,0,0,0,1,1,1,0,1,2,1,962685852,4,857195,15,78,184049,84,5,680,19,2,2,false,false,false,Florida,Szu
6284,0,0,0,0,0,0,0,1,2,2,3819020615,3,69734,1,51,280993,35,3,781,10,4,3,false,false,true,NE,Jasper
6285,0,0,1,1,0,0,0,1,3,0,61083497,5,2888668,6,42,238188,71,5,669,10,3,4,false,false,false,Texas,Jasper
6286,0,0,1,1,1,0,0,0,5,4,152813998,18,18415,1,29,336755,84,5,746,10,4,2,false,false,false,NE,Jasper
6287,0,0,0,0,1,0,1,0,7,3,690172939,9,4909605,1,37,242966,93,5,766,14,3,2,true,false,true,Texas,Noth
6288,0,0,0,0,0,0,0,0,6,4,1503074079,12,1264943,12,32,246370,97,4,708,12,4,0,false,false,false,NE,Lula
6289,0,0,0,0,1,0,0,0,3,3,3726460976,5,1301231,24,26,164174,29,1,760,5,2,2,false,false,false,Florida,English
6290,0,0,0,0,0,0,1,0,7,6,3931453934,6,1256428,6,40,149057,54,4,724,8,4,1,false,false,true,NE,Hassan
6291,0,0,1,1,0,0,0,1,1,1,723951896,3,6567664,1,76,73202,87,3,495,10,1,1,false,false,false,New York,Jasper
6292,0,0,1,0,1,1,0,1,0,4,69133010,57,494879,1,70,120676,84,5,770,22,3,1,false,false,true,Texas,Vasquez
6293,0,0,0,0,1,1,0,0,2,0,82345741,10,418844,34,32,72837,96,5,738,24,4,2,false,false,true,NE,Xavier
6294,0,0,0,1,1,0,0,1,2,2,76550310,5,1700737,3,25,198813,84,4,716,12,3,2,false,false,false,Texas,Lula
6295,0,0,1,0,0,0,0,0,2,1,587728852,3,2015142,1,58,146143,94,4,771,2,3,1,false,false,false,Texas,Bost
6296,0,0,0,0,0,0,0,1,6,0,663866680,10,8666034,1,23,697093,86,6,757,25,3,2,false,false,false,Texas,Yang
6297,0,0,0,0,0,0,0,0,0,1,924922687,9,80150,1,43,233198,75,5,769,7,1,2,false,false,false,New York,Griegio
6298,0,0,0,1,1,0,0,1,5,2,4920093421,11,765562,1,25,476692,84,0,722,10,2,2,false,false,false,Florida,Jasper
6299,0,0,1,1,1,0,0,1,1,1,212970762,6,6339373,1,26,325748,62,6,721,11,2,2,false,false,false,Florida,Kanumba
6300,0,0,0,0,1,1,1,0,3,2,20544087,6,1624401,1,42,55720,82,4,796,19,1,3,false,false,true,New York,Szu
6301,0,0,0,0,1,1,0,0,4,3,77489853,6,975317,4,40,844690,98,6,846,11,3,0,false,true,false,Texas,Kanumba
6302,0,0,1,0,1,0,0,1,2,2,107978258,7,1864719,1,57,106772,98,3,559,15,2,3,false,false,false,Florida,Ojj
6303,0,0,1,1,0,0,0,1,1,2,98547009,1,894058,24,28,160464,65,6,839,5,4,4,false,false,false,NE,English
6304,0,0,0,1,1,0,0,1,1,2,80654787,6,7388305,1,20,227034,98,6,741,21,3,1,true,false,false,Texas,Underwood
6305,0,0,0,0,0,1,1,1,1,1,1262806255,6,84479,1,28,285019,87,6,733,6,0,1,false,false,false,California,Funderburk
6306,0,0,0,1,0,0,1,0,4,3,279383514,7,6385325,1,43,461486,83,4,795,1,7,0,false,false,true,West,Abbott
6307,0,0,1,0,1,1,1,0,4,4,56040095,22,365705,1,33,376754,69,5,757,17,4,4,false,false,false,NE,Quigley
6308,0,0,0,0,1,0,0,1,3,6,945703011,7,1062004,1,65,78963,6,4,650,13,2,4,false,false,true,Florida,Mambwe
6309,0,0,0,0,0,0,0,1,2,1,41894250,3,308016,6,45,313320,23,2,650,2,1,1,false,false,true,New York,Bost
6310,0,0,0,1,1,0,0,1,6,5,656051280,2,1575949,1,25,89820,89,5,769,1,2,5,false,false,true,Florida,Abbott
6311,0,0,0,1,1,1,0,1,2,3,57488541,9,975535,22,62,209313,67,3,732,17,3,0,false,false,false,Texas,Quigley
6312,0,0,0,0,1,1,1,0,6,4,900741900,4,73716,6,19,169314,68,5,758,19,0,3,true,false,false,California,Szu
6313,0,0,0,1,0,0,1,1,4,5,1402267502,9,35934,1,39,314919,87,4,637,23,0,1,false,false,false,California,Werner
6314,0,0,0,0,1,0,0,1,2,2,44864500,3,356230,7,39,251099,64,5,782,6,3,1,false,false,false,Texas,Funderburk
6315,0,0,1,0,0,0,0,0,2,2,627904913,4,1121607,1,44,106026,90,4,666,2,3,0,true,false,false,Texas,Bost
6316,0,0,0,0,1,0,1,1,5,0,314151607,15,814086,1,38,217184,78,3,721,2,2,3,false,false,false,Florida,Bost
6317,0,0,1,0,1,0,0,1,3,1,826459399,8,1358129,1,38,315522,83,4,841,6,2,4,false,false,true,Florida,Funderburk
6318,0,0,0,0,1,1,1,0,4,1,2037178513,10,278698,11,20,85281,35,5,708,24,0,1,false,true,false,California,Xavier
6319,0,0,1,0,1,0,0,1,1,1,445417844,9,936406,1,58,76828,86,4,743,10,6,0,false,false,true,MidWest,Jasper
6320,0,0,1,1,0,0,0,1,4,2,830371953,8,1836190,1,37,176380,84,6,795,10,4,4,false,false,false,NE,Jasper
6321,0,0,0,0,1,1,1,1,7,4,447233837,12,152475,4,37,404131,89,4,788,10,3,1,false,false,false,Texas,Jasper
6322,0,0,1,0,1,0,0,1,2,1,776227991,8,563255,1,42,415972,92,2,815,5,3,3,false,false,false,Texas,English
6323,0,0,0,1,0,0,0,1,2,3,913514996,2,125621,1,39,237995,100,5,822,4,3,0,false,false,false,Texas,Devon
6324,0,0,1,1,0,0,0,1,3,1,761436556,7,14124,1,25,204097,64,4,651,11,3,4,false,false,false,Texas,Kanumba
6325,0,0,0,0,1,1,0,1,7,5,449090446,4,357628,7,30,193699,10,5,803,10,3,3,false,false,true,Texas,Jasper
6326,0,0,1,1,1,0,0,0,1,1,546827343,12,1887177,1,54,458715,91,5,733,9,1,3,false,false,true,New York,Ingrid
6327,0,0,0,1,0,0,0,1,5,4,85777525,10,213583,3,27,63813,71,5,773,2,5,6,false,false,false,South,Bost
6328,0,0,0,1,1,0,0,1,4,1,63645772,7,423824,1,74,130132,86,6,795,20,4,5,false,false,false,NE,Tavares
6329,0,0,1,0,1,1,0,1,5,0,724297024,12,959519,1,76,168903,98,6,755,23,3,1,false,false,false,Texas,Werner
6330,0,0,1,1,1,1,1,0,5,0,866393161,4,499089,1,38,330570,99,1,774,25,5,5,false,false,true,South,Yang
6331,0,0,0,0,0,0,0,0,1,0,688753115,14,1242937,2,31,148393,96,6,715,13,1,0,false,false,false,New York,Mambwe
6332,0,0,0,0,1,0,0,1,7,3,565920143,4,917657,1,42,340866,81,5,667,14,5,3,false,false,false,South,Noth
6333,0,0,0,1,1,0,0,1,0,5,688585605,12,1026061,1,33,218284,92,2,784,23,6,2,false,false,false,MidWest,Werner
6334,0,0,1,0,1,1,0,0,2,1,973691297,9,1260704,1,54,161275,81,4,728,12,4,3,false,false,false,NE,Lula
6335,0,0,1,0,0,1,0,1,7,2,95572503,16,69677,1,36,110086,89,5,843,3,2,0,false,false,false,Florida,Chatterji
6336,0,0,1,1,1,1,0,1,6,0,20997367,19,805451,1,69,214577,82,5,741,1,0,1,false,false,true,California,Abbott
6337,0,0,1,0,0,1,0,0,6,5,63627511,1,310142,1,27,137316,93,6,831,24,4,7,false,false,true,NE,Xavier
6338,0,0,1,1,1,1,1,0,1,7,79039253,2,1508441,1,20,270396,73,3,808,16,1,3,false,false,true,New York,Patel
6339,0,0,1,0,0,1,0,0,6,0,40292512,6,446906,3,54,184883,96,6,708,22,2,0,false,false,false,Florida,Vasquez
6340,0,0,0,0,1,0,0,1,2,2,3434326491,8,468625,1,68,361136,85,6,709,3,4,5,false,false,false,NE,Chatterji
6341,0,0,0,1,1,0,0,0,7,7,712614947,16,53916,1,37,837616,91,5,782,6,4,2,false,false,true,NE,Funderburk
6342,0,0,1,1,1,1,0,1,2,0,605875675,7,1334396,1,47,321855,85,1,708,12,4,2,false,false,false,NE,Lula
6343,0,0,0,0,1,0,0,0,1,2,95207842,4,75587,5,39,95176,33,4,779,8,3,3,false,true,true,Texas,Hassan
6344,0,0,1,0,1,0,1,1,6,6,835273169,10,56851,1,25,89828,37,4,799,2,0,5,true,false,true,California,Bost
6345,0,0,0,1,1,0,1,1,1,3,957685533,1,396751,1,34,94511,94,4,604,10,0,1,false,false,true,California,Jasper
6346,0,0,1,1,1,1,0,1,3,7,653067016,5,1348038,1,31,195822,94,2,707,8,1,0,false,false,false,New York,Hassan
6347,0,0,0,1,0,1,0,0,3,1,63577690,7,1738087,4,30,189742,88,4,765,8,2,3,false,false,false,Florida,Hassan
6348,0,0,0,0,1,0,0,1,1,2,756241217,12,1402759,1,33,150941,72,4,759,22,1,3,false,false,false,New York,Vasquez
6349,0,0,1,0,1,0,0,1,4,0,859302541,15,379019,2,33,110348,96,5,790,23,1,4,true,false,false,New York,Werner
6350,0,0,1,0,1,0,0,0,5,3,3227710967,6,5758685,3,22,245898,98,6,730,25,5,1,false,false,false,South,Yang
6351,0,0,0,0,1,1,0,1,3,0,17260669,2,73915,1,72,181827,81,5,612,9,1,5,false,false,false,New York,Ingrid
6352,0,0,0,0,1,0,0,0,4,0,47692960,2,1668040,1,38,65182,91,5,724,4,0,2,true,false,false,California,Devon
6353,0,0,0,1,1,1,0,1,4,7,392908527,6,8523900,1,43,219809,82,6,783,19,4,2,false,false,false,NE,Szu
6354,0,0,0,1,1,0,0,1,2,2,4603540681,9,493037,1,24,389926,89,2,847,19,2,3,false,false,false,Florida,Szu
6355,0,0,0,1,1,0,0,1,4,0,765055104,8,361331,5,20,142313,30,5,742,21,3,1,false,false,true,Texas,Underwood
6356,0,0,0,1,1,0,0,1,1,0,4765162942,7,247094,1,26,181978,90,4,832,8,1,0,false,false,true,New York,Hassan
6357,0,0,0,1,0,0,0,1,6,3,968099397,5,1858291,1,52,252450,65,5,719,19,2,1,false,false,true,Florida,Szu
6358,0,0,1,1,1,0,1,1,2,3,30181554,12,928540,1,45,124757,98,4,736,21,7,2,false,false,false,West,Underwood
6359,0,0,1,0,1,0,1,1,5,3,2580496488,4,1921815,6,55,151288,90,5,816,9,3,3,false,false,true,Texas,Ingrid
6360,0,0,0,1,1,0,1,0,4,0,64292404,8,780938,1,37,330447,81,5,796,2,1,0,false,false,true,New York,Bost
6361,0,0,0,0,1,0,0,0,2,5,444328466,54,202524,2,28,75796,66,2,807,11,4,2,false,false,false,NE,Kanumba
6362,0,0,1,1,0,0,0,0,2,4,54738911,4,1125525,3,22,427664,93,1,695,15,4,0,false,false,false,NE,Ojj
6363,0,0,1,1,1,1,1,1,1,4,180771643,6,973911,5,38,132491,89,4,709,21,1,3,false,false,false,New York,Underwood
6364,0,0,0,1,1,0,0,1,3,0,357517791,11,317484,1,27,86065,93,5,535,8,1,0,false,false,true,New York,Hassan
6365,0,0,0,1,0,0,0,0,1,2,250083139,7,4812983,1,44,139460,86,6,815,14,5,3,false,false,true,South,Noth
6366,0,0,0,0,1,0,0,0,5,2,959698658,7,542058,1,58,227278,100,0,792,20,3,1,false,false,false,Texas,Tavares
6367,0,0,0,1,1,0,0,0,5,3,403087997,9,828931,1,36,157514,78,2,718,8,5,0,false,false,false,South,Hassan
6368,0,0,1,0,0,0,1,1,2,4,59420713,34,7810170,1,25,449335,82,5,732,7,6,5,false,true,false,MidWest,Griegio
6369,0,0,0,0,1,0,0,0,1,3,775230607,5,1402440,1,36,52341,72,0,787,9,3,5,false,false,false,Texas,Ingrid
6370,0,0,0,0,1,0,0,1,2,4,816877672,17,283872,1,68,124674,72,4,710,3,1,2,false,false,false,New York,Chatterji
6371,0,0,0,1,1,0,0,0,4,3,3386414309,3,471140,19,30,167177,93,4,595,17,0,1,false,false,false,California,Quigley
6372,0,0,0,1,1,0,0,1,1,6,3505275990,1,220095,1,39,266762,100,6,795,8,4,2,false,false,false,NE,Hassan
6373,0,0,1,0,1,0,1,1,2,0,947688795,8,740423,1,33,744089,93,5,701,9,3,6,false,false,true,Texas,Ingrid
6374,0,0,1,0,1,0,1,1,1,6,980957782,9,259629,1,39,105924,100,6,752,8,5,1,false,false,true,South,Hassan
6375,0,0,0,1,1,0,0,0,3,0,24238944,8,835624,1,24,100663,55,5,619,25,7,3,false,false,false,West,Yang
6376,0,0,1,1,1,0,0,1,1,4,993768672,9,8738469,1,26,250745,94,3,735,16,5,1,false,false,false,South,Patel
6377,0,0,0,0,1,0,0,0,0,1,10379850,1,1924739,1,41,280545,89,2,784,15,2,0,false,false,false,Florida,Ojj
6378,0,0,1,1,1,0,0,0,7,4,3034853804,16,1672890,3,42,473507,99,5,760,10,2,4,false,false,true,Florida,Jasper
6379,0,0,0,1,1,0,0,0,4,4,236539429,12,1449793,1,61,405304,85,4,483,10,6,2,false,false,false,MidWest,Jasper
6380,0,0,1,0,1,0,0,1,6,4,965428329,6,1928786,3,38,298867,55,6,501,14,2,2,false,false,false,Florida,Noth
6381,0,0,0,1,1,0,1,0,2,0,209242238,7,283812,13,46,483288,69,2,789,10,4,1,false,false,true,NE,Jasper
6382,0,0,0,1,0,0,1,0,5,0,58230796,11,1196114,1,79,86763,84,6,740,17,4,1,false,false,true,NE,Quigley
6383,0,0,1,0,0,0,0,1,5,3,770039243,33,8481039,1,60,422787,91,1,834,6,4,2,false,false,false,NE,Funderburk
6384,0,0,0,0,1,1,0,0,4,4,822157577,1,835168,10,35,216430,93,4,797,24,5,2,false,false,true,South,Xavier
6385,0,0,1,0,1,0,0,0,6,2,19424899,22,3420245,1,22,192142,95,3,783,11,5,0,false,false,true,South,Kanumba
6386,0,0,0,1,0,0,1,1,2,0,403908070,8,4959868,1,28,232205,81,4,792,20,1,1,false,false,true,New York,Tavares
6387,0,0,1,0,1,0,0,1,3,2,87702852,4,1597746,9,36,194124,86,6,716,15,0,0,false,false,true,California,Ojj
6388,0,0,0,1,0,0,0,0,3,2,873391256,10,792970,1,36,373556,77,3,746,16,3,2,false,false,false,Texas,Patel
6389,0,0,0,0,1,0,0,0,4,4,894762170,15,936040,3,51,300579,92,4,754,18,2,2,false,false,false,Florida,Rodriguez
6390,0,0,1,0,1,0,1,1,1,1,707308650,26,931096,1,36,430540,87,4,773,1,5,2,true,false,true,South,Abbott
6391,0,0,0,0,1,0,0,1,4,2,62818706,11,232218,1,45,114450,81,4,814,18,5,0,false,false,false,South,Rodriguez
6392,0,0,0,1,0,1,0,0,3,3,83771845,1,1731619,1,66,239725,80,6,561,13,0,5,false,false,false,California,Mambwe
6393,0,0,0,1,0,0,1,0,7,1,53009080,11,390365,5,42,264058,95,2,601,3,4,2,false,false,false,NE,Chatterji
6394,0,0,1,0,0,0,0,1,1,0,958433407,12,1540507,1,56,157576,90,4,708,17,1,7,false,false,true,New York,Quigley
6395,0,0,1,0,1,0,0,1,1,5,842388591,7,2149191,10,40,841970,80,4,717,1,3,0,false,false,true,Texas,Abbott
6396,0,0,0,1,0,0,0,0,1,6,824917702,19,1322035,6,59,185425,86,1,829,17,6,3,false,false,false,MidWest,Quigley
6397,0,0,0,0,0,1,0,0,2,5,335697804,4,16267,29,40,464183,99,2,504,7,0,5,false,false,false,California,Griegio
6398,0,0,1,0,1,1,0,0,2,4,855872693,11,104182,1,20,56836,83,5,681,17,1,4,false,false,false,New York,Quigley
6399,0,0,0,1,0,0,1,1,7,5,12833552,20,488981,1,22,509162,65,5,790,18,4,1,false,false,false,NE,Rodriguez
6400,0,0,0,0,1,0,0,1,2,0,94864564,3,811013,1,44,697922,90,4,734,20,1,1,false,false,true,New York,Tavares
6401,0,0,0,1,1,0,0,1,2,0,3969294940,1,1497385,1,60,810236,92,4,738,22,3,1,false,false,false,Texas,Vasquez
6402,0,0,1,1,0,1,0,1,5,1,774691883,3,1044964,1,51,138161,65,4,801,2,0,1,false,false,false,California,Bost
6403,0,0,0,0,0,0,0,1,4,0,26322403,2,1454926,1,41,257176,88,5,783,17,3,0,false,false,false,Texas,Quigley
6404,0,0,1,0,1,1,1,1,3,0,3244133692,9,6861128,3,35,94983,95,4,721,19,3,3,false,false,false,Texas,Szu
6405,0,0,0,1,1,1,0,0,3,6,615400317,5,498139,1,67,87623,96,4,778,23,2,3,false,false,false,Florida,Werner
6406,0,0,1,1,0,1,0,1,1,4,48890429,7,1725767,1,69,106844,96,6,523,21,3,1,false,false,false,Texas,Underwood
6407,0,0,1,1,1,1,0,0,1,1,87107519,19,1379605,16,19,165573,69,6,606,25,2,1,true,false,false,Florida,Yang
6408,0,0,0,1,1,0,0,1,5,5,733671400,1,188910,1,58,108148,89,2,770,10,4,5,false,false,false,NE,Jasper
6409,0,0,1,0,1,0,1,0,4,1,64072996,11,1671999,1,36,192080,89,2,783,1,4,3,false,false,false,NE,Abbott
6410,0,0,1,1,0,0,0,1,3,5,636526936,8,1127522,1,68,180917,50,6,546,20,0,0,false,false,false,California,Tavares
6411,0,0,0,1,0,1,0,1,0,6,694603441,5,341750,1,35,148184,80,1,725,24,2,1,false,false,true,Florida,Xavier
6412,0,0,1,1,1,1,0,1,4,3,47858113,5,7396545,1,21,147262,63,5,841,12,5,2,false,false,true,South,Lula
6413,0,0,0,1,0,0,1,1,2,5,872323360,6,7829558,1,22,196212,7,6,718,21,6,1,false,false,false,MidWest,Underwood
6414,0,0,0,1,0,0,0,1,4,3,787167675,7,1372390,1,42,211297,91,1,724,21,7,1,false,false,false,West,Underwood
6415,0,0,1,0,0,1,0,1,7,4,4540408828,9,2088043,1,21,193927,87,0,848,24,2,4,false,true,false,Florida,Xavier
6416,0,0,0,1,1,1,0,1,7,6,944281594,2,1293445,1,34,261485,19,6,833,8,4,6,false,false,true,NE,Hassan
6417,0,0,1,0,1,1,0,0,4,6,759028789,3,8710167,1,67,338352,93,6,831,25,0,2,true,true,true,California,Yang
6418,0,0,1,1,0,0,1,1,2,5,4037643386,7,1138414,1,26,215533,93,4,718,7,4,3,false,false,true,NE,Griegio
6419,0,0,0,1,1,0,0,1,0,0,602226661,3,1766318,1,43,372217,98,2,504,15,7,3,false,false,true,West,Ojj
6420,0,0,0,1,1,0,1,1,4,2,872735401,7,2086091,1,20,454035,86,4,850,20,0,5,false,false,false,California,Tavares
6421,0,0,0,1,1,0,0,1,0,0,489422284,9,993656,1,21,193552,92,6,770,5,5,2,false,false,false,South,English
6422,0,0,0,1,0,0,1,1,4,2,1104314768,2,5748282,39,23,280118,84,6,769,8,7,3,false,false,false,West,Hassan
6423,0,0,0,0,1,0,1,1,2,6,564140475,10,477319,5,33,279238,82,3,739,23,4,3,false,false,true,NE,Werner
6424,0,0,1,1,1,0,0,1,3,5,495486840,12,234145,16,41,113761,100,3,745,10,0,2,false,false,true,California,Jasper
6425,0,0,0,1,0,0,0,1,4,4,60337194,7,6220238,1,62,796620,95,4,824,12,1,1,false,false,true,New York,Lula
6426,0,0,0,1,1,1,0,0,0,6,90636435,10,1662989,8,61,309542,92,4,755,7,5,2,false,false,false,South,Griegio
6427,0,0,0,0,1,0,0,0,3,6,648284950,6,158283,1,24,263132,78,4,670,23,7,3,false,false,false,West,Werner
6428,0,0,1,1,0,0,0,0,7,1,150722813,24,1347553,1,45,294956,96,6,757,25,2,1,false,false,false,Florida,Yang
6429,0,0,0,1,0,1,0,1,2,2,1006811162,18,304479,1,35,606861,93,4,568,19,1,0,false,false,false,New York,Szu
6430,0,0,1,1,1,1,0,1,0,3,368444530,11,1269592,11,33,285653,90,4,758,3,0,1,false,false,true,California,Chatterji
6431,0,0,0,0,0,0,1,0,1,2,34017590,15,8166548,34,72,231052,74,3,835,23,7,2,false,false,false,West,Werner
6432,0,0,0,1,0,0,0,1,1,3,593876594,8,360315,1,31,137313,95,6,755,11,0,0,false,false,true,California,Kanumba
6433,0,0,0,1,1,0,0,1,5,4,725090484,4,250987,1,68,65632,68,5,772,11,3,3,false,false,false,Texas,Kanumba
6434,0,0,0,0,1,1,1,1,7,0,803001348,1,2669668,7,48,272054,54,6,733,16,2,2,false,false,false,Florida,Patel
6435,0,0,1,0,1,0,0,0,2,3,752190945,24,1210127,23,54,154704,97,5,716,2,4,1,false,false,true,NE,Bost
6436,0,0,0,1,1,0,1,0,6,4,859928996,10,713438,1,32,450092,86,5,848,25,0,0,false,false,true,California,Yang
6437,0,0,1,0,1,0,1,0,3,3,90224789,13,172781,32,71,65750,81,4,728,10,1,0,false,false,false,New York,Jasper
6438,0,0,0,1,0,0,0,0,4,4,876255306,5,7040636,11,43,155788,67,2,679,16,2,4,false,false,false,Florida,Patel
