advisor,advisor_sale,advisor_sale_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
4842,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,0,798697852,16,272961,2,56, ,74,3,702,4,D,Devon
4843,0,no_advisor_sale,0,1,1,0,2,ria,1,va,1,4,88229187,42,3270854,1,34,498396,69,2,796,6,F,Funderburk
4844,0,no_advisor_sale,0,1,1,0,2,ria,1,va,3,3,678164379,14,4925003,2,31, ,62,4,757,1,A,Abbott
4845,0,no_advisor_sale,0,1,1,0,0,captive,1,va,7,1,856424899,35,38191,1,19,84556,86,4,720,2,B,Bost
4846,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,3,3,871427063,13,443506,3,74,232306,83,3,736,5,E,English
4847,0,no_advisor_sale,0,1,1,1,1,bank_broker,0,fixed,6,6,14889574,13,227384,4,34,219843,95,1,842,2,B,Bost
4848,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,5,4721734821,36,333582,3,48,94614,85,3,776,9,I,Ingrid
4849,0,no_advisor_sale,1,0,1,0,0,captive,1,va,4,2,3695153907,22,489757,2,45,270930,70,3,746,5,E,English
4850,0,no_advisor_sale,0,0,1,0,0,captive,1,va,7,2,792811931,10,2294694,1,28,218608,85,1,656,17,Q,Quigley
4851,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,1,1,1551572712,15,39092,1,32,174873,64,5,773,17,Q,Quigley
4852,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,7,5,969903789,10,133417,2,49,138783,100,1,661,9,I,Ingrid
4853,0,no_advisor_sale,1,1,1,0,0,captive,1,va,7,2,573144124,36,2461349,2,45,139154,81,3,708,12,L,Lula
4854,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,2,1,890313243,7,358357,3,31,287883,93,3,735,5,E,English
4855,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,1,84365435,29,20374,3,49,78607,82,1,829,20,T,Tavares
4856,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,2,5,673540775,11,119435,3,23, ,98,3,780,13,M,Mambwe
4857,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,6,0,494858653,14,4396207,2,40, ,86,4,719,15,O,Ojj
4858,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,2,3,701591508,21,432200,2,45,238229,91,5,639,25,Y,Yang
4859,0,no_advisor_sale,1,0,1,0,2,ria,1,va,5,5,509543211,15,477774,1,22,253862,88,3,727,4,D,Devon
4860,0,no_advisor_sale,1,0,1,0,0,captive,1,va,6,1,1986563349,2,492838,1,22, ,86,1,722,20,T,Tavares
4861,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,4,6,2411883877,17,4221270,3,30,223788,60,3,763,7,G,Griegio
4862,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,5,700830492,17,195028,3,27,261501,75,5,712,21,U,Underwood
4863,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,4,1,4797775359,10,3394895,1,25,172556,90,5,735,24,X,Xavier
4864,0,no_advisor_sale,0,0,1,1,0,captive,1,va,2,4,67413633,14,1423069,1,50,257887,77,1,756,5,E,English
4865,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,0,2,2636212689,15,1676491,1,32,213944,75,5,799,23,W,Werner
4866,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,1,73179923,11,2606127,2,31,375396,81,5,709,12,L,Lula
4867,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,3,7,138255460,8,223922,3,52,85132,95,3,791,19,S,Szu
4868,0,no_advisor_sale,0,0,1,0,0,captive,1,va,3,4,43267876,19,46206,3,35,84545,95,4,714,8,H,Hassan
4869,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,6,3,2198043686,9,2685143,2,55,461949,90,1,723,6,F,Funderburk
4870,0,no_advisor_sale,0,0,0,0,0,captive,1,va,3,5,82355943,9,2723031,2,67,314160,61,1,795,8,H,Hassan
4871,0,no_advisor_sale,1,0,1,1,0,captive,1,va,1,3,413995973,8,367827,3,64,327380,82,1,761,25,Y,Yang
4872,0,no_advisor_sale,0,1,1,0,0,captive,1,va,4,3,856135511,11,179658,1,48, ,93,3,846,25,Y,Yang
4873,0,no_advisor_sale,1,0,1,0,0,captive,1,va,6,1,575782267,2,81873,1,73,166640,55,4,783,16,P,Patel
4874,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,4,3,4122397481,9,297925,2,21, ,46,5,788,23,W,Werner
4875,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,3,3,4947262840,11,478710,3,27, ,65,3,757,12,L,Lula
4876,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,7,1,528636350,4,271069,2,29,245610,97,3,678,4,D,Devon
4877,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,5,4,2009611823,11,318964,3,60,439101,88,3,649,10,J,Jasper
4878,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,6,4,349401252,18,524094,2,47,239093,86,3,789,19,S,Szu
4879,0,no_advisor_sale,0,0,0,0,0,captive,1,va,4,7,730358701,16,431397,3,34,314579,51,3,738,21,U,Underwood
4880,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,1,3,1829082775,18,4194943,2,33,77462,40,1,713,21,U,Underwood
4881,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,6,0,384820075,17,24542,1,45,136430,81,4,791,17,Q,Quigley
4882,0,no_advisor_sale,1,0,1,0,0,captive,1,va,5,1,3554166260,16,74657,3,52,393556,59,1,811,12,L,Lula
4883,0,no_advisor_sale,0,0,0,0,0,captive,1,va,2,0,2901051515,15,4661350,3,30,275943,96,5,799,1,A,Abbott
4884,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,2,6,297020816,13,4653772,1,22,289143,70,4,680,8,H,Hassan
4885,0,no_advisor_sale,1,0,1,0,1,bank_broker,0,fixed,4,2,232963977,11,194556,5,58,239622,91,4,750,23,W,Werner
4886,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,2,6,30871132,14,2667380,1,56,440034,61,5,806,24,X,Xavier
4887,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,4,0,1690628580,10,3945864,2,42,235563,66,3,782,8,H,Hassan
4888,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,2,2,869988343,14,362934,1,29,182364,67,3,824,19,S,Szu
4889,0,no_advisor_sale,1,1,1,0,0,captive,1,va,3,7,507824501,24,1246799,3,50,263842,54,5,797,22,V,Vasquez
4890,0,no_advisor_sale,1,1,1,1,1,bank_broker,0,fixed,3,2,262871385,15,649784,5,19,180874,78,2,784,11,K,Kanumba
4891,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,3,0,677544579,12,389513,3,25,113802,99,5,807,7,G,Griegio
4892,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,2,69960404,16,1219954,3,61,172104,52,3,848,12,L,Lula
4893,0,no_advisor_sale,1,0,1,0,0,captive,1,va,4,1,97212492,16,2191716,1,52,187444,81,3,713,22,V,Vasquez
4894,0,no_advisor_sale,0,1,1,0,0,captive,1,va,5,6,845968374,7,3431404,1,54,240168,90,4,709,6,F,Funderburk
4895,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,1,4,3506390163,17,1649509,1,41, ,95,2,657,24,X,Xavier
4896,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,2,4,645604577,15,410655,3,30,117069,91,3,702,11,K,Kanumba
4897,0,no_advisor_sale,0,1,1,1,1,bank_broker,0,fixed,4,2,736381339,28,3231246,5,37,148765,88,3,789,15,O,Ojj
4898,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,1,4,2266100608,9,465118,1,60, ,82,5,775,4,D,Devon
4899,0,no_advisor_sale,1,0,0,0,0,captive,1,va,1,5,713280938,16,861810,1,65,379631,58,5,671,24,X,Xavier
4900,0,no_advisor_sale,0,0,1,0,0,captive,1,va,1,7,3571806700,7,3794511,1,24,75559,90,4,784,17,Q,Quigley
4901,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,3,802253178,13,191603,3,33,172129,84,1,769,24,X,Xavier
4902,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,5,2,53115602,7,4925899,2,57,182109,88,1,681,20,T,Tavares
4903,0,no_advisor_sale,1,1,1,1,0,captive,1,va,2,2,2227124297,17,499952,3,43,234001,89,3,715,19,S,Szu
4904,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,6,3,3476825458,8,1425185,2,31, ,84,3,690,16,P,Patel
4905,0,no_advisor_sale,0,1,0,0,0,captive,1,va,2,2,907901344,12,662298,3,43,86692,95,4,628,13,M,Mambwe
4906,0,no_advisor_sale,0,1,1,0,1,bank_broker,0,fixed,3,5,660816606,9,335530,5,42,93844,56,0,778,14,N,Noth
4907,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,6,4,268983907,20,176056,1,33,476294,78,3,847,21,U,Underwood
4908,0,no_advisor_sale,1,1,1,1,0,captive,1,va,2,2,468181571,15,70652,2,87,90454,89,5,671,21,U,Underwood
4909,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,2,969608494,14,118298,3,87,299229,94,4,766,5,E,English
4910,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,0,5,174884150,12,631199,2,43,143209,78,2,794,15,O,Ojj
4911,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,3,2,74986647,16,4975475,3,36,278778,70,5,674,9,I,Ingrid
4912,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,5,0,123995850,10,256959,1,70, ,81,2,612,9,I,Ingrid
4913,0,no_advisor_sale,0,1,1,0,1,bank_broker,0,fixed,1,3,3052639824,14,153468,9,21, ,97,4,738,7,G,Griegio
4914,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,2,3,765386227,17,2931597,3,56,212387,74,4,666,15,O,Ojj
4915,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,6,19616736,35,2298602,3,45, ,54,2,706,23,W,Werner
4916,0,no_advisor_sale,1,1,1,1,0,captive,0,fixed,3,5,550181612,8,1316469,6,21,233243,84,1,715,2,B,Bost
4917,0,no_advisor_sale,0,1,0,0,0,captive,1,va,1,6,85025694,18,77030,2,48,139166,99,1,764,9,I,Ingrid
4918,0,no_advisor_sale,0,0,0,0,0,captive,1,va,7,2,4891293124,22,2878246,2,46, ,87,1,664,13,M,Mambwe
4919,0,no_advisor_sale,0,0,1,0,0,captive,1,va,3,4,808223380,18,234607,2,20,192005,96,2,727,14,N,Noth
4920,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,7,1,2497503337,17,3913336,2,53, ,37,5,679,10,J,Jasper
4921,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,0,837098172,24,2427257,1,39,103967,58,3,750,7,G,Griegio
4922,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,4,4,19854227,15,4750180,1,60, ,62,4,783,5,E,English
4923,0,no_advisor_sale,0,1,1,1,0,captive,1,va,2,2,915172517,12,421555,2,44,292374,90,5,688,19,S,Szu
4924,0,no_advisor_sale,0,0,1,1,0,captive,1,va,6,2,1452860265,14,445819,3,36, ,93,1,769,6,F,Funderburk
4925,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,2,3,1287130218,9,72337,2,22, ,86,1,732,19,S,Szu
4926,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,6,7,838186356,12,3856376,3,46,434730,81,3,845,7,G,Griegio
4927,0,no_advisor_sale,0,0,1,1,0,captive,1,va,5,0,73860552,8,4820737,3,57, ,84,5,709,3,C,Chatterji
4928,0,no_advisor_sale,1,0,0,0,1,bank_broker,0,fixed,2,0,3879463328,16,1537796,4,29,128056,97,4,712,8,H,Hassan
4929,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,2,7,345262451,12,18815,2,68,191223,85,1,784,23,W,Werner
4930,0,no_advisor_sale,0,0,1,0,0,captive,1,va,2,1,825922077,14,308350,1,23,82036,99,2,685,20,T,Tavares
4931,0,no_advisor_sale,0,0,1,1,2,ria,1,va,5,3,70831896,26,418450,3,34, ,95,3,793,15,O,Ojj
4932,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,3,5,4314075733,9,2060221,1,64,53504,89,5,720,4,D,Devon
4933,0,no_advisor_sale,0,0,0,0,1,bank_broker,0,fixed,3,1,503723304,9,3678205,5,63,242384,59,4,668,17,Q,Quigley
4934,0,no_advisor_sale,0,1,1,1,1,bank_broker,0,fixed,2,5,760931608,17,2748530,6,50,127141,100,3,718,23,W,Werner
4935,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,5,267919257,20,44250,1,60,187784,94,2,785,21,U,Underwood
4936,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,3,3,911750177,9,5696,3,45,255956,76,4,848,6,F,Funderburk
4937,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,6,1,58928278,10,215903,2,25,206001,84,4,757,18,R,Rodriguez
4938,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,5,1,3277004077,13,301484,3,55,282493,87,5,796,19,S,Szu
4939,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,5,278880436,11,4591250,1,67,188218,76,4,827,2,B,Bost
4940,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,4,2,1999364758,13,986503,1,87,175726,93,4,797,14,N,Noth
4941,0,no_advisor_sale,0,0,1,0,0,captive,1,va,0,1,795903952,11,124560,3,37,244293,77,4,701,19,S,Szu
4942,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,1,0,63132637,18,3745575,1,61,98544,100,4,708,16,P,Patel
4943,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,3,787124703,22,2214532,3,52, ,87,3,644,15,O,Ojj
4944,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,2,7,759986885,11,441733,2,38,431501,91,5,734,20,T,Tavares
4945,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,4,2,991624805,23,1284300,1,28,148106,61,4,734,6,F,Funderburk
4946,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,0,908581529,8,4101870,1,28,109146,73,5,771,21,U,Underwood
4947,0,no_advisor_sale,0,0,1,0,0,captive,1,va,2,6,1004338357,36,3554524,1,21,398543,53,2,746,5,E,English
4948,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,4,6,190315688,16,175085,2,55,331221,66,5,616,22,V,Vasquez
4949,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,4,1,766206583,4,53561,2,33, ,84,5,738,12,L,Lula
4950,0,no_advisor_sale,0,0,1,0,0,captive,1,va,2,2,87690047,22,70376,3,28,258742,88,3,569,14,N,Noth
4951,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,2,137458856,11,1335186,1,22,196312,86,3,799,7,G,Griegio
4952,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,5,6,661100264,31,4809968,3,37,125702,96,5,705,17,Q,Quigley
4953,0,no_advisor_sale,0,1,1,1,0,captive,1,va,3,3,1627172086,12,3528585,2,70,487116,90,2,729,5,E,English
4954,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,1,5,755026190,13,3322174,1,23,76009,88,5,789,25,Y,Yang
4955,0,no_advisor_sale,1,1,1,0,0,captive,1,va,3,0,3671339066,16,426534,1,42,282787,80,4,668,10,J,Jasper
4956,0,no_advisor_sale,1,1,1,0,0,captive,1,va,2,3,778606975,12,336308,2,38,272680,51,4,736,25,Y,Yang
4957,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,1,361380736,24,11117,3,53, ,81,5,765,2,B,Bost
4958,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,5,284373332,31,3771610,1,30,254446,93,1,761,8,H,Hassan
4959,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,3,3,545820938,13,4230715,2,28,130870,96,2,805,6,F,Funderburk
4960,0,no_advisor_sale,1,0,0,0,1,bank_broker,0,fixed,2,5,338422563,16,16097,6,23,378491,76,1,746,20,T,Tavares
4961,0,no_advisor_sale,0,0,1,0,0,captive,1,va,2,1,3001604772,14,3601251,3,27,118316,86,3,684,18,R,Rodriguez
4962,0,no_advisor_sale,0,0,1,0,2,ria,1,va,1,0,997143468,8,7172,2,45,180493,79,3,760,2,B,Bost
4963,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,2,2,2918123503,27,257363,2,54,162025,96,5,738,20,T,Tavares
4964,0,no_advisor_sale,0,1,1,1,0,captive,1,va,7,7,871863385,17,344286,2,31,164583,96,2,687,24,X,Xavier
4965,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,2,4,1639182197,16,2250870,2,69,77354,62,4,744,12,L,Lula
4966,0,no_advisor_sale,0,1,1,0,0,captive,1,va,0,1,94366172,9,4322999,1,69, ,74,1,793,8,H,Hassan
4967,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,4,0,3719210774,12,376833,3,34,406935,91,3,751,1,A,Abbott
4968,0,no_advisor_sale,1,0,1,0,1,bank_broker,0,fixed,0,4,4238754377,14,478198,6,35,289692,84,2,741,2,B,Bost
4969,0,no_advisor_sale,1,0,0,1,0,captive,1,va,7,0,212527075,19,1816237,3,42, ,93,4,695,9,I,Ingrid
4970,0,no_advisor_sale,0,0,1,0,2,ria,1,va,2,1,3737015182,16,160163,2,36,273452,88,5,784,5,E,English
4971,0,no_advisor_sale,0,1,1,0,0,captive,1,va,4,1,134382285,14,4952628,1,70,412464,81,1,686,18,R,Rodriguez
4972,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,3,96724936,15,1764444,2,58,71845,85,5,827,12,L,Lula
4973,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,0,7,246316080,17,3404052,1,38,156964,68,5,772,7,G,Griegio
4974,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,4,5,4400976005,14,20510,3,24,136317,84,3,729,18,R,Rodriguez
4975,0,no_advisor_sale,1,1,0,1,0,captive,1,va,6,4,721495309,15,4512617,1,48,281850,77,1,755,10,J,Jasper
4976,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,7,0,815776154,13,960786,1,56,328896,93,4,765,12,L,Lula
4977,0,no_advisor_sale,0,0,1,0,0,captive,1,va,3,1,93807744,16,1300167,1,24,111651,86,3,740,25,Y,Yang
4978,0,no_advisor_sale,0,1,0,1,0,captive,1,va,1,0,837911851,17,4995868,1,83,146843,57,4,680,24,X,Xavier
4979,0,no_advisor_sale,0,0,1,1,0,captive,1,va,2,0,27779226,16,1431919,3,37,203286,86,1,769,22,V,Vasquez
4980,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,3,3,3990527952,14,150660,2,32,168878,82,5,747,2,B,Bost
4981,0,no_advisor_sale,0,1,0,0,0,captive,1,va,4,4,824338959,16,2244566,1,26,193996,88,4,825,20,T,Tavares
4982,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,6,170880197,19,1886311,1,51,147294,68,4,630,16,P,Patel
4983,0,no_advisor_sale,0,1,1,1,0,captive,1,va,4,2,29263502,8,2508565,3,20,161238,92,2,784,2,B,Bost
4984,0,no_advisor_sale,1,1,1,1,0,captive,1,va,3,4,722551046,17,3848348,3,70, ,96,2,847,20,T,Tavares
4985,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,4,5,566185960,17,107531,2,67,119589,82,2,762,7,G,Griegio
4986,0,no_advisor_sale,0,1,0,0,2,ria,1,va,4,5,3849705873,8,1681191,1,20,58876,62,4,711,12,L,Lula
4987,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,4,4,628179990,18,4145064,1,58,120806,55,3,773,15,O,Ojj
4988,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,3,0,264855226,10,2981517,1,38,53722,83,4,767,3,C,Chatterji
4989,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,5,1,319952198,13,4752199,1,42,377286,97,1,778,21,U,Underwood
4990,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,3,6,942472743,22,4240997,2,42, ,95,5,768,12,L,Lula
4991,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,0,51478932,65,126544,1,89,294259,80,1,784,13,M,Mambwe
4992,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,3,5,1104867985,16,2475700,1,43,107215,84,3,752,24,X,Xavier
4993,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,5,5,671583873,15,144661,3,32,286813,61,5,664,17,Q,Quigley
4994,0,no_advisor_sale,0,0,1,0,0,captive,1,va,5,2,1542371190,9,3906453,1,28,447753,85,3,754,7,G,Griegio
4995,0,no_advisor_sale,0,1,0,0,0,captive,0,fixed,4,1,565932626,46,4327201,6,49,244943,84,4,703,20,T,Tavares
4996,0,no_advisor_sale,0,1,1,0,1,bank_broker,0,fixed,1,5,457980516,13,3682408,5,42,91686,83,3,809,20,T,Tavares
4997,0,no_advisor_sale,0,0,1,1,2,ria,0,fixed,1,2,120559357,10,366588,5,67, ,82,1,714,24,X,Xavier
4998,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,2,35456797,7,492100,2,24,261908,85,0,724,22,V,Vasquez
4999,0,no_advisor_sale,1,1,1,0,0,captive,1,va,1,4,248837592,13,2715827,2,35,246390,82,3,729,13,M,Mambwe
5000,0,no_advisor_sale,0,1,0,0,0,captive,1,va,1,6,280971877,10,473876,3,21,90697,92,5,789,15,O,Ojj
5001,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,4,7,830404482,15,248428,1,49,154740,87,5,737,4,D,Devon
5002,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,3,1,180774011,11,4287080,2,31,226683,86,5,723,8,H,Hassan
5003,0,no_advisor_sale,0,1,1,0,0,captive,1,va,7,1,30913803,7,4517491,2,32,166587,98,5,749,11,K,Kanumba
5004,0,no_advisor_sale,0,0,1,0,0,captive,1,va,2,7,1209138140,7,68109,2,49,298675,84,3,837,12,L,Lula
5005,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,2,1,14765391,13,3073255,2,21,235359,71,5,732,10,J,Jasper
5006,0,no_advisor_sale,0,1,1,1,1,bank_broker,0,fixed,7,6,810758688,27,215680,5,32, ,90,5,787,1,A,Abbott
5007,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,2,3,1626450364,21,2567965,1,64,187849,87,2,723,22,V,Vasquez
5008,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,1,2,298267500,18,1490514,1,66,193579,87,3,756,22,V,Vasquez
5009,0,no_advisor_sale,1,0,0,0,2,ria,1,va,4,4,98978036,18,284387,2,53,57410,89,1,748,12,L,Lula
5010,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,5,1,952209274,11,3851436,1,47, ,85,5,780,6,F,Funderburk
5011,0,no_advisor_sale,1,1,0,0,0,captive,1,va,0,4,32576300,10,1736034,2,56,142919,83,0,609,3,C,Chatterji
5012,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,6,0,502373872,8,1447610,3,31, ,91,2,772,22,V,Vasquez
5013,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,5,3,858087222,24,1608222,1,30,149104,92,4,721,23,W,Werner
5014,0,no_advisor_sale,1,1,1,0,0,captive,1,va,5,1,52689689,6,26117,1,82,433463,83,3,804,2,B,Bost
5015,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,1,3,769799322,11,1485147,2,40,294818,82,4,702,12,L,Lula
5016,0,no_advisor_sale,1,1,1,0,0,captive,1,va,2,2,750451140,2,3205477,1,60,306107,95,1,735,20,T,Tavares
5017,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,0,165872172,10,230748,1,40,232760,86,2,733,9,I,Ingrid
5018,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,1,1,908482739,12,4239698,1,39,264640,83,1,807,8,H,Hassan
5019,0,no_advisor_sale,1,0,0,1,0,captive,1,va,5,1,866177035,9,3466877,3,42,211527,82,1,726,9,I,Ingrid
5020,0,no_advisor_sale,1,0,1,0,0,captive,0,fixed,4,3,762779701,11,3288520,4,69,128904,96,5,656,3,C,Chatterji
5021,0,no_advisor_sale,1,1,1,1,0,captive,1,va,4,6,3054621104,15,161000,1,50,129691,77,4,658,9,I,Ingrid
5022,0,no_advisor_sale,0,1,1,0,0,captive,1,va,4,2,920163569,8,79139,2,44, ,95,3,815,8,H,Hassan
5023,0,no_advisor_sale,0,1,0,1,1,bank_broker,0,fixed,2,6,174543801,21,381502,5,42, ,37,1,736,23,W,Werner
5024,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,7,7,3698764476,14,4828373,3,20,218679,54,2,757,2,B,Bost
5025,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,0,90167942,3,4184435,3,38,287094,87,3,751,9,I,Ingrid
5026,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,6,6,67449256,11,356176,1,59,269370,86,1,728,10,J,Jasper
5027,0,no_advisor_sale,0,0,1,0,2,ria,1,va,4,7,568217596,11,70611,3,55,56896,57,3,704,24,X,Xavier
5028,0,no_advisor_sale,0,1,0,0,0,captive,1,va,3,5,77109485,19,832082,2,61,261073,99,2,716,19,S,Szu
5029,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,6,2539799573,5,1580797,3,45,287992,87,4,796,24,X,Xavier
5030,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,3,47174547,12,86877,3,54,159219,100,5,757,4,D,Devon
5031,0,no_advisor_sale,1,0,1,0,0,captive,1,va,2,3,28820288,9,1997167,1,38,241922,70,5,775,1,A,Abbott
5032,0,no_advisor_sale,1,0,1,1,0,captive,1,va,2,3,71469392,7,74774,1,20,303498,63,3,741,19,S,Szu
5033,0,no_advisor_sale,1,1,1,0,0,captive,1,va,5,0,11567906,18,3572151,1,29,64741,57,4,679,14,N,Noth
5034,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,6,0,1304050758,10,147,2,43,203343,53,5,739,17,Q,Quigley
5035,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,4,1,360933665,15,498801,2,19,88620,54,4,798,8,H,Hassan
5036,0,no_advisor_sale,0,0,1,0,0,captive,1,va,1,3,4457640805,15,2265816,2,42,166526,64,2,741,22,V,Vasquez
5037,0,no_advisor_sale,1,0,1,0,0,captive,1,va,3,3,697261751,16,218190,2,42,308003,64,5,760,2,B,Bost
5038,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,4,4,275791227,10,2260724,2,52,435460,95,5,626,16,P,Patel
5039,0,no_advisor_sale,0,0,1,1,0,captive,1,va,6,1,56034419,22,60573,2,24,90578,96,4,695,21,U,Underwood
5040,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,4,2,326189018,14,66276,1,38,252605,81,1,502,17,Q,Quigley
5041,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,1,3,566789572,19,1549019,3,30,222528,82,4,757,2,B,Bost
5042,0,no_advisor_sale,1,1,1,1,0,captive,1,va,6,0,53022209,13,324926,2,55,216402,93,5,701,18,R,Rodriguez
